-1.000000000000000e+00 2.151982992080704e-04
-9.805000000000000e-01 2.164606448055304e-04
-9.610000000000000e-01 2.177193351662163e-04
-9.415000000000000e-01 2.190185800273473e-04
-9.219999999999999e-01 2.203302992724211e-04
-9.025000000000000e-01 2.216619050470625e-04
-8.830000000000000e-01 2.230120837434868e-04
-8.634999999999999e-01 2.243897007938689e-04
-8.440000000000000e-01 2.257719843011041e-04
-8.245000000000000e-01 2.271915175958231e-04
-8.050000000000000e-01 2.286480089054531e-04
-7.855000000000000e-01 2.301309281931310e-04
-7.660000000000000e-01 2.316073352356243e-04
-7.464999999999997e-01 2.331289028563925e-04
-7.270000000000000e-01 2.346642783171943e-04
-7.075000000000001e-01 2.362478107311585e-04
-6.879999999999998e-01 2.378501770146622e-04
-6.685000000000001e-01 2.394651317086624e-04
-6.490000000000000e-01 2.411255647623993e-04
-6.295000000000002e-01 2.428174878112181e-04
-6.100000000000001e-01 2.445401872093208e-04
-5.904999999999999e-01 2.463068339574952e-04
-5.709999999999998e-01 2.480809718900728e-04
-5.515000000000001e-01 2.498990414956114e-04
-5.320000000000001e-01 2.517644377912404e-04
-5.125000000000001e-01 2.536758963222133e-04
-4.930000000000001e-01 2.555957400205619e-04
-4.735000000000001e-01 2.575692882754337e-04
-4.540000000000000e-01 2.595987242352556e-04
-4.345000000000002e-01 2.616567720728668e-04
-4.150000000000000e-01 2.637426415358485e-04
-3.955000000000000e-01 2.659012096567067e-04
-3.759999999999999e-01 2.680889356364238e-04
-3.564999999999999e-01 2.703395749260092e-04
-3.370000000000000e-01 2.726176313250190e-04
-3.174999999999999e-01 2.749628443626305e-04
-2.979999999999999e-01 2.773754254588537e-04
-2.785000000000000e-01 2.797894316651514e-04
-2.589999999999999e-01 2.823449396399594e-04
-2.394999999999999e-01 2.849214878559377e-04
-2.199999999999999e-01 2.875598471355927e-04
-2.004999999999999e-01 2.902492403177749e-04
-1.809999999999999e-01 2.930241519086252e-04
-1.615000000000001e-01 2.958894403082664e-04
-1.420000000000001e-01 2.988059005705858e-04
-1.225000000000000e-01 3.018047995943898e-04
-1.029999999999999e-01 3.048844902384060e-04
-8.349999999999999e-02 3.080509333354939e-04
-6.400000000000007e-02 3.113070595063986e-04
-4.449999999999989e-02 3.146559501271378e-04
-2.500000000000004e-02 3.181045478154090e-04
-5.499999999999857e-03 3.216550717004862e-04
1.400000000000017e-02 3.253020473317788e-04
3.349999999999984e-02 3.290731957974121e-04
5.299999999999994e-02 3.329843276702207e-04
7.250000000000016e-02 3.369900507395929e-04
9.200000000000018e-02 3.411560232806039e-04
1.114999999999999e-01 3.454360304019977e-04
1.310000000000002e-01 3.498945287239666e-04
1.505000000000001e-01 3.544798627065344e-04
1.700000000000000e-01 3.592611543383270e-04
1.895000000000001e-01 3.642063581272051e-04
2.090000000000000e-01 3.693431007717180e-04
2.285000000000000e-01 3.746595117247443e-04
2.480000000000000e-01 3.802068769055569e-04
2.675000000000001e-01 3.859978389291105e-04
2.869999999999999e-01 3.920060224263011e-04
